,Unnamed: 0,Unnamed: 0.1,gene_ID,type,gene_symbol,start,stop,description,pos,pathway,"L: L, Mono","D: L, S in maj 1","FL: L, Eco Eq 1","Q: L, Glu exp","WL: L, S in maj 2","Y: L, Eco Eq 2","T: R, Glu Exp","H: L, Ac exp","FS: S, Eco Eq 1"
2573,2573,2741,ECB_02612,cds,ygcO,2782419,2782679,predicted 4Fe-4S cluster-containing protein,2782549.0,,-0.007686365213980828,,,-0.005485343767709672,,-0.015324008356140466,-0.0015804093550462772,-0.010086045352091795,-0.005360935035620975
2574,2574,2742,ECB_02613,cds,ygcP,2782696,2783271,predicted anti-terminator regulatory protein,2782983.5,,0.006875143251921406,-0.062076640563315286,-0.01317299328002764,0.006043405065918569,-0.012588810552940496,-0.056984850389829235,-0.011047642688097256,-0.006716660865173182,-0.008548754228616413
2575,2575,2743,ECB_02614,cds,ygcQ,2783419,2784279,predicted flavoprotein,2783849.0,,-0.0017615534855463918,-0.006365831787017674,0.00012894651420106013,-0.003079329763943364,-0.0005003630500860642,-0.0025393975797522125,0.023072782966902558,-0.006359068396793009,-0.0006403983047826336
2576,2576,2744,ECB_02615,cds,ygcR,2784276,2785055,predicted flavoprotein,2784665.5,,0.005985173040406172,,-0.015355023129596366,-0.012269333702758524,-0.02169593825180572,-0.0025091661033743357,0.003428143006674449,-0.009134264389782841,0.005647777851741435
2577,2577,2745,ECB_02616,cds,ygcS,2785033,2786370,predicted transporter,2785701.5,,-0.015418243781722202,-0.007903895837044567,0.0032302702755316825,0.00033915638934337613,-0.0006104178465044065,-0.011380381304265224,-0.013078119946050097,-0.0038071526291473725,-0.016892881658573722
2578,2578,2746,ECB_02617,cds,ygcU,2786464,2787918,predicted FAD containing dehydrogenase,2787191.0,,-0.0006744193149566463,-0.02299653540528335,-0.00951886290069132,-0.004701091868903252,-0.010631834814054155,-0.001000129261127639,-0.0021322387762442918,-0.002575042162728016,-0.00568530591309684
2579,2579,2747,ECB_02618,cds,ygcW,2787988,2788773,predicted deoxygluconate dehydrogenase,2788380.5,,-0.0024333099720039424,0.0037195233087604796,-0.0030585474961166504,-0.004092366511725837,-0.002553155821528992,-0.002349102689023559,0.0009848724091180302,-0.0006737661114466741,-0.012484892315562404
2580,2580,2748,ECB_02619,cds,yqcE,2789092,2790369,predicted transporter,2789730.5,,-0.001256007705990056,0.0015896626621977946,0.0017160055728357836,0.00206646786385848,-0.0034838682345320854,-0.0068455659438696175,-0.006240023198174864,0.0005853346432919336,-0.005618115773224346
2581,2581,2749,ECB_02620,cds,ygcE,2790396,2791874,predicted kinase,2791135.0,,0.0013215395519993287,-0.004048805940464146,0.00440133059594674,-0.002669896508677345,-0.009439887513361837,-0.005326395260805885,0.002133789413215686,-0.0003390317121095706,-0.006067424370871567
2582,2582,2751,ECB_02622,cds,ygcF,2793675,2794346,hypothetical protein,2794010.5,"{'ebr00790': 'Folate biosynthesis', 'ebr01100': 'Metabolic pathways'}",0.0021927974849823392,0.0033819734155784665,6.21961974096146e-05,0.003250926803702333,0.0035476672612944405,0.0017592991931003699,-0.004674085697828894,0.004025751238478383,-0.00847768911711134
2583,2583,2752,ECB_02623,cds,ygcG,2794639,2795511,hypothetical protein,2795075.0,,9.574580590119856e-05,-0.007548825011183751,-0.0009387371772357054,0.0004481581062067028,-0.006416090607380864,-0.00037444713542344863,0.0018840416685551164,-0.00020994823580879022,-0.014807237882021726
2584,2584,2753,ECB_02624,cds,eno,2795571,2796869,phosphopyruvate hydratase,2796220.0,"{'ebr00010': 'Glycolysis / Gluconeogenesis', 'ebr00680': 'Methane metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism', 'ebr01230': 'Biosynthesis of amino acids', 'ebr03018': 'RNA degradation'}",,,,,,,,,
2585,2585,2754,ECB_02625,cds,pyrG,2796957,2798594,CTP synthetase,2797775.5,"{'ebr00240': 'Pyrimidine metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01232': 'Nucleotide metabolism', 'ebr01240': 'Biosynthesis of cofactors'}",,,,,,,,,
2586,2586,2755,ECB_02626,cds,mazG,2798822,2799613,nucleoside triphosphate pyrophosphohydrolase,2799217.5,"{'ebr00230': 'Purine metabolism', 'ebr00240': 'Pyrimidine metabolism', 'ebr00760': 'Nicotinate and nicotinamide metabolism', 'ebr00770': 'Pantothenate and CoA biosynthesis', 'ebr01100': 'Metabolic pathways', 'ebr01232': 'Nucleotide metabolism'}",-0.0042019195111342176,0.0031292865448012174,-0.02355700804623964,0.009177503838579612,0.0040384746768091576,0.0014646504838013788,-0.026277897815861397,0.0015571951889061725,-0.018680723637937522
2587,2587,2756,ECB_02627,cds,chpA,2799684,2800019,"toxin of the ChpA-ChpR toxin-antitoxin system, endoribonuclease",2799851.5,,,,,,,,0.02321874440695072,,-0.02720860777531005
2588,2588,2757,ECB_02628,cds,chpR,2800019,2800267,antitoxin of the ChpA-ChpR toxin-antitoxin system,2800143.0,,,,,,,,,,
2589,2589,2758,ECB_02629,cds,relA,2800345,2802579,(p)ppGpp synthetase I/GTP pyrophosphokinase,2801462.0,"{'ebr00230': 'Purine metabolism', 'ebr01100': 'Metabolic pathways'}",,,,,,,-0.10091214778627719,,
2590,2590,2759,ECB_02630,cds,rumA,2802627,2803928,23S rRNA (uracil-5-)-methyltransferase,2803277.5,,-0.004945463061374611,-0.0161962825053755,0.002557763257226673,0.0026305221806007897,-0.00010140202835354417,-0.01134076229824113,-0.013100209564491741,-0.008880702327002084,0.0009171761452743076
2591,2591,2760,ECB_02631,cds,barA,2803985,2806741,"hybrid sensory histidine kinase, in two-component regulatory system with UvrY",2805363.0,"{'ebr02020': 'Two-component system', 'ebr02026': 'Biofilm formation - Escherichia coli'}",-0.00137400139371262,-0.008240748931847426,-0.0018696259368379247,-0.0031401912450729247,-0.0023748681294656357,-0.002856378563069675,-0.005240622636125725,-0.0014437650523296867,-0.0011094159770007508
2592,2592,2761,ECB_02632,cds,gudD,2806974,2808314,(D)-glucarate dehydratase 1,2807644.0,"{'ebr00053': 'Ascorbate and aldarate metabolism', 'ebr01100': 'Metabolic pathways'}",0.001183717475208806,-0.06780548425962712,-0.011701905210674974,-0.0004234968939190169,-0.009933016625991406,-0.004428314088708968,-0.002283909233150492,0.0007776549554463591,0.0043913853614376865
2593,2593,2762,ECB_02633,cds,gudX,2808335,2809675,predicted glucarate dehydratase,2809005.0,,-0.012917497423328931,-0.03254358605786916,0.0011120287006877363,-0.002175373208468723,-0.0206824176113432,-0.011963720749579902,-0.01916230107330284,0.0022781209804270705,-0.00038603647558823674
2594,2594,2763,ECB_02634,cds,gudP,2809677,2811029,predicted D-glucarate transporter,2810353.0,,0.003124139085526318,0.008710037547650762,-0.01983541202731501,0.002917403019041421,-0.011261824215753393,0.0041916957986276905,-0.02184936439305224,-0.006757516849749426,-0.012727511973759426
2595,2595,2764,ECB_02635,cds,yqcA,2811464,2811913,flavodoxin,2811688.5,,,,,,,,,,-0.018936045469395025
2596,2596,2765,ECB_02636,cds,yqcB,2811931,2812713,tRNA pseudouridine synthase,2812322.0,,0.007688259557616448,,-0.015524122670109284,0.0035856065880112936,0.005905777841587186,-0.0012410890621186571,-0.014487870168439788,0.0007201660786947295,0.001802786125994831
2597,2597,2766,ECB_02637,cds,yqcC,2812713,2813042,hypothetical protein,2812877.5,,,,,,,,0.014668334158399979,,
2598,2598,2767,EBG00001040627,ncrna,CsrB,2813085,2813444,,2813264.5,,,,,,,,,,
2599,2599,2768,ECB_02638,cds,syd,2813664,2814209,SecY interacting protein Syd,2813936.5,,0.011555577158971993,,-0.005211980116252607,-0.0068725333629433795,-0.021717927752154628,,-0.015899164369451182,-0.025119081322887964,-0.0006272986067006497
2600,2600,2769,ECB_02639,cds,yqcD,2814277,2815125,hypothetical protein,2814701.0,"{'ebr00790': 'Folate biosynthesis', 'ebr01100': 'Metabolic pathways'}",-0.011029221355184258,-0.007447926744935772,-0.019520668666497758,0.00485421018249214,-0.010563845524354085,-0.0053774693767869855,-0.01614804653983549,0.003063287358859653,-0.0023983220756183025
2601,2601,2770,ECB_02640,cds,ygdH,2815237,2816601,hypothetical protein,2815919.0,"{'ebr00230': 'Purine metabolism', 'ebr00240': 'Pyrimidine metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01232': 'Nucleotide metabolism'}",0.0149453195239561,0.0387346586289266,0.0140200341936524,0.00481563659715805,0.02481668410724536,-0.0018686693095444405,-0.030259810112330438,0.0021532582089339902,-0.01426138135639949
2602,2602,2771,ECB_02641,cds,sdaC,2817158,2818447,predicted serine transporter,2817802.5,,-0.000903152419500633,-0.008119137939095451,-0.016728097308843334,0.004414540037726033,-0.004826260379631239,-0.01177373073114112,0.009066264240172558,-0.0019403641719182253,0.004564070486068767
2603,2603,2772,ECB_02642,cds,sdaB,2818505,2819872,L-serine deaminase II,2819188.5,"{'ebr00260': 'Glycine, serine and threonine metabolism', 'ebr00270': 'Cysteine and methionine metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01200': 'Carbon metabolism', 'ebr01230': 'Biosynthesis of amino acids'}",-0.016389490452134368,-0.009451675471685598,0.008019511665232338,0.0043282982214817856,-0.013205971419588186,-0.009671276988667108,0.022362234331554022,-0.033454906502356836,-0.008773431706618144
2604,2604,2773,ECB_02643,cds,xni,2819894,2820739,exonuclease IX,2820316.5,,,,,,,,-0.015949667946686206,,0.0133657818645542
2605,2605,2774,ECB_02644,cds,fucO,2820794,2821945,"L-1,2-propanediol oxidoreductase",2821369.5,"{'ebr00630': 'Glyoxylate and dicarboxylate metabolism', 'ebr00640': 'Propanoate metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01120': 'Microbial metabolism in diverse environments'}",-0.0037776502067946717,0.0069354508767531095,-0.0002585247577043562,-0.002372028001637744,-0.0045421647261064645,-0.006149585750333185,0.006296238192661207,0.0040959947041494665,-0.006962197590903069
2606,2606,2775,ECB_02646,cds,insB-21,2822202,2822705,IS1 protein InsB,2822453.5,,,,,,,,,,
2607,2607,2776,ECB_02647,cds,insA-21,2822624,2822899,IS1 protein InsA,2822761.5,,,,,,,,,,
2608,2608,2782,ECB_02653,cds,fucI,2830203,2831978,L-fucose isomerase,2831090.5,"{'ebr00040': 'Pentose and glucuronate interconversions', 'ebr00051': 'Fructose and mannose metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01120': 'Microbial metabolism in diverse environments'}",0.0009221500559661784,-0.0052708995480847814,-0.003132132830082829,-0.0014373417067627976,-0.0003165181628023954,0.002962810492993215,-0.0035609029505787554,0.002467820260905117,-0.010215561293024103
2609,2609,2783,ECB_02654,cds,fucK,2832057,2833505,L-fuculokinase,2832781.0,"{'ebr00040': 'Pentose and glucuronate interconversions', 'ebr00051': 'Fructose and mannose metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01120': 'Microbial metabolism in diverse environments'}",-0.002680444542402566,0.0064070855040901185,-0.001925897600219657,-0.00033640583869211317,-0.0051372906923667075,-0.0008013344002768576,-0.003330083188698007,0.0031459684509125394,-0.016342459505701856
2610,2610,2784,ECB_02655,cds,fucU,2833507,2833929,L-fucose mutarotase,2833718.0,,-0.006948014624200064,,-0.0005822511349278648,-0.008760568019659987,,,0.0035805293360925217,-0.0009941277043001618,-0.006514653049414346
2611,2611,2785,ECB_02656,cds,fucR,2833987,2834718,DNA-binding transcriptional activator,2834352.5,,-0.013815101375402329,,0.007273005454121371,0.007835778995133545,-0.013126185964588557,-0.001744496201831995,8.549948219835473e-05,-0.007482983615833203,-0.007979880524488562
2612,2612,2786,ECB_02657,cds,ygdE,2834762,2835862,predicted methyltransferase,2835312.0,,-0.0008828918261903283,-0.021994339769865763,-0.007376001394116017,-0.003065871272442172,-0.01811725111540349,-0.008202774544306237,0.02057825690445202,-0.0019082696432718832,-0.014140584120892504
2613,2613,2787,ECB_02658,cds,ygdD,2835855,2836250,conserved inner membrane protein,2836052.5,,,,,,,,0.04361783199172073,,0.014410995141303685
2614,2614,2788,ECB_02659,cds,gcvA,2836269,2837186,DNA-binding transcriptional dual regulator,2836727.5,{'ebr02026': 'Biofilm formation - Escherichia coli'},,,,,,,,,-0.01026617881095088
2615,2615,2789,EBG00001040654,ncrna,GcvB,2837315,2837520,,2837417.5,,,,,,,,,,
2616,2616,2790,ECB_02660,cds,ygdI,2837537,2837764,hypothetical protein,2837650.5,,,,,,,,0.000642445223181202,,0.002318807352743512
2617,2617,2791,ECB_02661,cds,csdA,2837956,2839161,cysteine sulfinate desulfinase,2838558.5,,-0.035510710700823366,,0.0013613700215322606,-0.009730441150933102,0.011133433889719577,-0.0049589713157745475,0.02983531200379505,-0.04345488171432945,-0.019397090443051993
2618,2618,2792,ECB_02662,cds,ygdK,2839161,2839604,predicted Fe-S metabolism protein,2839382.5,,,,,,,,0.02025012801809705,,-0.0032171660982542568
2619,2619,2793,ECB_02663,cds,ygdL,2839655,2840461,hypothetical protein,2840058.0,,-0.0057517044628234894,0.015534727447533956,-0.00030481925111478143,0.0110063036216529,0.00892593223071376,-0.004212448785352743,0.013063598648014825,0.005182178584702619,0.0045751088879709394
2620,2620,2794,ECB_02664,cds,mltA,2840700,2841797,membrane-bound lytic murein transglycosylase A,2841248.5,,-0.005940010564457983,-0.006621955329828535,0.004816830344100204,-0.01644565798454839,0.0030698293678699962,-0.00875226772207849,0.011284310292976192,0.008514637907933607,-0.03735640604397988
2621,2621,2795,ECB_t00051,ncrna,metZ,2842006,2842082,,2842044.0,{'ebr00970': 'Aminoacyl-tRNA biosynthesis'},,,,,,,,,
2622,2622,2796,EBG00001040708,ncrna,tRNA,2842006,2842079,,2842042.5,,,,,,,,,,
2623,2623,2797,ECB_t00052,ncrna,metW,2842116,2842192,,2842154.0,{'ebr00970': 'Aminoacyl-tRNA biosynthesis'},,,,,,,,,
2624,2624,2798,EBG00001040639,ncrna,tRNA,2842116,2842189,,2842152.5,,,,,,,,,,
2625,2625,2799,EBG00001040628,ncrna,tRNA,2842226,2842299,,2842262.5,,,,,,,,,,
2626,2626,2800,ECB_t00053,ncrna,metV,2842226,2842302,,2842264.0,{'ebr00970': 'Aminoacyl-tRNA biosynthesis'},,,,,,,,,
2627,2627,2801,ECB_02665,cds,amiC,2842376,2843629,N-acetylmuramoyl-L-alanine amidase,2843002.5,{'ebr01503': 'Cationic antimicrobial peptide (CAMP) resistance'},-0.0042762663538006606,-0.032717236409949516,-0.005306763726707373,-0.01863114485260394,-0.02564021254908761,,-0.003650464338716083,,-0.0015732652981645223
2628,2628,2802,ECB_02666,cds,argA,2843861,2845192,N-acetylglutamate synthase,2844526.5,"{'ebr00220': 'Arginine biosynthesis', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01210': '2-Oxocarboxylic acid metabolism', 'ebr01230': 'Biosynthesis of amino acids'}",,,,,,,,,
2629,2629,2803,ECB_02667,cds,recD,2845254,2847080,"exonuclease V (RecBCD complex), alpha chain",2846167.0,{'ebr03440': 'Homologous recombination'},-0.03818182183151387,,,-0.042447554967795294,,,-0.08246458198453618,-0.02290229927000956,-0.02335281495708197
2630,2630,2804,ECB_02668,cds,recB,2847080,2850622,"exonuclease V (RecBCD complex), beta subunit",2848851.0,{'ebr03440': 'Homologous recombination'},,,,,,,,,
2631,2631,2805,ECB_02669,cds,ptr,2850615,2853503,protease III,2852059.0,,-0.006147564929555872,-0.0029803096379805005,-0.0010827847768245466,0.00039540545325508086,0.0006483716705889814,-0.002997831262909127,0.0011761941079228182,0.0057027846656704725,0.00595565923668964
2632,2632,2806,ECB_02670,cds,recC,2853679,2857047,"exonuclease V (RecBCD complex), gamma chain",2855363.0,{'ebr03440': 'Homologous recombination'},,,,,,,,,
2633,2633,2807,ECB_02671,cds,ppdC,2857060,2857383,hypothetical protein,2857221.5,,,,,,,,-0.012968386432771779,,-0.023132342894438763
2634,2634,2808,ECB_02672,cds,ygdB,2857368,2857775,hypothetical protein,2857571.5,,-0.0013086527316885372,-0.0067873273479992615,,0.005743737522206332,,,,0.0016154725658808447,-0.027817239617353086
2635,2635,2809,ECB_02673,cds,ppdB,2857772,2858335,hypothetical protein,2858053.5,,,,,,,,-0.02084093309802397,,-0.010627802478268424
2636,2636,2810,ECB_02674,cds,ppdA,2858326,2858796,hypothetical protein,2858561.0,,-0.0037240076189641695,,0.006797493398015605,-0.0012326377672573757,,,-0.0099302407734682,0.007823091225851321,-0.02093471118895501
2637,2637,2811,ECB_02675,cds,thyA,2858981,2859775,thymidylate synthase,2859378.0,"{'ebr00240': 'Pyrimidine metabolism', 'ebr00670': 'One carbon pool by folate', 'ebr01100': 'Metabolic pathways', 'ebr01232': 'Nucleotide metabolism'}",,,,,,,,,
2638,2638,2812,ECB_02676,cds,lgt,2859782,2860657,prolipoprotein diacylglyceryl transferase,2860219.5,,,,,,,,,,
2639,2639,2813,ECB_02677,cds,ptsP,2860808,2863054,fused PTS enzyme,2861931.0,{'ebr02060': 'Phosphotransferase system (PTS)'},0.020533110690097358,0.044374389623896934,0.01544529663831579,0.023918356379582846,0.04604196355123728,-0.0054316643129996385,0.022936549964416648,-0.02597755003986041,-0.009153051274743496
2640,2640,2814,ECB_02678,cds,ygdP,2863067,2863597,dinucleoside polyphosphate hydrolase,2863332.0,{'ebr03018': 'RNA degradation'},,,,,,,,,
2641,2641,2815,ECB_02679,cds,mutH,2864282,2864971,DNA mismatch repair protein,2864626.5,{'ebr03430': 'Mismatch repair'},-0.01143335840007286,-0.017768871314829567,-0.03809415565377047,-0.03489512686198221,-0.03559703713173454,-0.01803864772928373,0.0032270552468950343,0.0033165900956086086,0.002090439297299022
2642,2642,2816,ECB_02680,cds,ygdQ,2865040,2865753,predicted inner membrane protein,2865396.5,,-0.010405104827755876,,-0.0035323964910639384,0.014542139003040331,-0.017976704367651808,,0.028605677602517126,0.005030897121909342,0.01132519287386652
2643,2643,2817,ECB_02681,cds,ygdR,2865891,2866109,hypothetical protein,2866000.0,,,,,,,,0.00914300880453771,,-0.000612916181190844
2644,2644,2818,ECB_02682,cds,tas,2866217,2867257,"predicted oxidoreductase, NADP(H)-dependent aldo-keto reductase",2866737.0,,-0.004796470472436229,0.0012542764676656294,-0.0006527507456658307,0.0033052224530553463,-0.011986632957489777,-0.002057382830587516,-0.01118479748968593,-0.01625339968187539,0.0042190588241968864
2645,2645,2819,ECB_02683,cds,ygeD,2867289,2868482,predicted inner membrane protein,2867885.5,,-0.0011397626981381856,,0.0017111315770901275,-0.005107964534484207,-0.0032456688976179263,,-0.010937598209631375,-1.2058747404969832e-05,-0.012686442085774347
2646,2646,2820,ECB_02684,cds,aas,2868475,2870634,2-acyl-glycerophospho-ethanolamine acyltransferase,2869554.5,"{'ebr00071': 'Fatty acid degradation', 'ebr00564': 'Glycerophospholipid metabolism'}",-0.005154883810663293,-0.006252747618290277,-0.00634035610210111,-0.002021503363838219,-0.0013575887139342315,0.009723689978384369,-0.018942213374108976,0.00483358995181115,-0.014605161526993515
2647,2647,2821,EBG00001040629,ncrna,OmrA-B,2870722,2870809,,2870765.5,,,,,,,,,,
2648,2648,2822,EBG00001040683,ncrna,OmrA-B,2870925,2871006,,2870965.5,,,,,,,,,,
2649,2649,2823,ECB_02685,cds,galR,2871220,2872251,DNA-binding transcriptional repressor,2871735.5,,-0.0009586318181424076,0.024018427779710024,-0.011876059335723112,-0.014008544273221584,0.010460746818611493,-0.0015599238203311556,0.17632800861248063,-0.012131722830247839,-0.0456601596299825
2650,2650,2824,ECB_02686,cds,lysA,2872258,2873520,"diaminopimelate decarboxylase, PLP-binding",2872889.0,"{'ebr00300': 'Lysine biosynthesis', 'ebr00470': 'D-Amino acid metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01230': 'Biosynthesis of amino acids'}",,,,,,,,,
2651,2651,2825,ECB_02687,cds,lysR,2873642,2874577,DNA-binding transcriptional dual regulator,2874109.5,,,,,,,,,,
2652,2652,2826,ECB_02688,cds,ygeA,2874564,2875256,predicted racemase,2874910.0,"{'ebr00260': 'Glycine, serine and threonine metabolism', 'ebr00270': 'Cysteine and methionine metabolism', 'ebr00310': 'Lysine degradation', 'ebr00470': 'D-Amino acid metabolism', 'ebr01100': 'Metabolic pathways'}",0.0020664171383019065,-0.008046964251257172,0.0005228322230822379,0.0024919343332610896,-0.0020546946560013354,0.004348667575022951,-0.003171493627662086,-0.003106372818028192,-0.008031889863986317
2653,2653,2827,ECB_02689,cds,araE,2875385,2876803,arabinose transporter,2876094.0,,1.2723296780146728e-05,-0.013492499018811915,0.00029632759582808634,-0.002157401237633336,-0.006917865251727314,-0.0012544062830094072,0.00010047451210124135,-0.0016585100677169468,-0.011019022736938534
2654,2654,2828,ECB_02690,cds,kduD,2877118,2877879,2-deoxy-D-gluconate 3-dehydrogenase,2877498.5,"{'ebr00040': 'Pentose and glucuronate interconversions', 'ebr01100': 'Metabolic pathways'}",0.00045360949636758077,0.01279062269503946,-0.005328562365990793,0.0007312483696747549,0.0019124069583228208,0.0029318414172632068,-0.008225622510982439,-0.0009371913035034916,-0.00211360272862918
2655,2655,2829,ECB_02691,cds,kduI,2877909,2878745,5-keto-4-deoxyuronate isomerase,2878327.0,"{'ebr00040': 'Pentose and glucuronate interconversions', 'ebr01100': 'Metabolic pathways'}",0.0028625687379847447,0.014808048586249806,0.002865433327631341,-0.0002673069314793196,-0.003856511013730893,-0.0004406217496496701,-0.003971399773027259,0.0017756916859472962,-0.0014228478524340828
2656,2656,2830,ECB_02692,cds,yqeF,2879032,2880213,acetyl-CoA acetyltransferase,2879622.5,"{'ebr00071': 'Fatty acid degradation', 'ebr00280': 'Valine, leucine and isoleucine degradation', 'ebr00310': 'Lysine degradation', 'ebr00362': 'Benzoate degradation', 'ebr00380': 'Tryptophan metabolism', 'ebr00620': 'Pyruvate metabolism', 'ebr00630': 'Glyoxylate and dicarboxylate metabolism', 'ebr00650': 'Butanoate metabolism', 'ebr00900': 'Terpenoid backbone biosynthesis', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism', 'ebr01212': 'Fatty acid metabolism', 'ebr02020': 'Two-component system'}",0.002636097170944383,0.0005389773523077635,-0.005004948464549088,0.004662734622579409,0.0013401474782114829,0.0015262287218807426,0.007378368492513547,0.004755583152694567,-0.006882721002113486
2657,2657,2831,ECB_02693,cds,yqeG,2880469,2881698,predicted transporter,2881083.5,,-0.0010330255519875047,0.0002670964136391802,0.00025330198812890416,0.0008228363265238361,-0.0023929433322282603,-0.00021322208986693816,-0.005396565306011505,-0.0005991074117843752,0.0009476244592985422
2658,2658,2832,ECB_02694,cds,yqeH,2882158,2882727,conserved hypothetical protein with bipartite regulator domain,2882442.5,,-0.005881143988147593,-0.01714210268529575,-0.0035797688213957076,-0.0008355249621272426,-0.0005585472313747208,-0.008767351206786607,0.0001706775513101525,-0.002225202061384348,-0.01433742610074861
2659,2659,2833,ECB_02695,cds,insE-5,2882765,2883073,putative transposase-related protein,2882919.0,,,,,,,,,,
2660,2660,2834,ECB_02696,cds,insF-5,2883130,2883936,putative transposase for IS3,2883533.0,,,,,,,,,,
2661,2661,2835,ECB_02697,cds,ygeQ,2883950,2884501,hypothetical protein,2884225.5,,-0.0008988599171137794,0.0010694860131496104,0.004240439108099231,0.0009570591645356992,0.000981513643380525,-0.0003113412454885089,-0.0024287887948380733,0.0012294369136221163,-0.0017988480463767293
2662,2662,2836,ECB_t00054,ncrna,glyU,2884739,2884812,,2884775.5,{'ebr00970': 'Aminoacyl-tRNA biosynthesis'},,,,,,,,,
2663,2663,2837,EBG00001040521,ncrna,tRNA,2884742,2884812,,2884777.0,,,,,,,,,,
2664,2664,2838,ECB_02698,cds,ygeR,2884891,2885646,Tetratricopeptide repeat transcriptional regulator,2885268.5,,-0.006717698650545057,-0.012053433133880824,-0.0010425108186759855,-0.0024062140238530283,-0.01256749054881862,-0.003674847239745818,-0.0004603082210417161,-0.0036658448105002565,-0.010996404230731184
2665,2665,2839,ECB_02699,cds,xdhA,2886100,2888358,"xanthine dehydrogenase, molybdenum binding subunit",2887229.0,"{'ebr00230': 'Purine metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01232': 'Nucleotide metabolism'}",-0.0012006436537019818,0.00025522175120820645,0.0024733712026251448,0.00037476405047782654,-0.0030311853030432524,0.004707775565248045,-0.0018934101546135942,-0.0019459306302009468,-0.007694023137268092
2666,2666,2840,ECB_02700,cds,xdhB,2888369,2889247,"xanthine dehydrogenase, FAD-binding subunit",2888808.0,"{'ebr00230': 'Purine metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01232': 'Nucleotide metabolism'}",-0.000550501537139566,0.004795529986215361,0.007056763401477275,-0.00048761041024713984,-0.006636989719437786,-0.006427473175796671,0.008513993856221506,-0.008069603206204173,-0.003596864763544985
2667,2667,2841,ECB_02701,cds,xdhC,2889244,2889723,"xanthine dehydrogenase, Fe-S binding subunit",2889483.5,"{'ebr00230': 'Purine metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01232': 'Nucleotide metabolism'}",-0.0318685225165115,,-0.00012491045422885111,-0.002563717540697836,-0.003754287220071907,-0.02903356512962156,-0.016396033478094887,0.002731420847998618,0.0031201231149409637
2668,2668,2842,ECB_02702,cds,ygeV,2889763,2891541,predicted DNA-binding transcriptional regulator,2890652.0,,-0.00011793434523339588,0.0012714508237296786,-0.001183839861929916,-0.0022300136462838297,-0.0016881909738139251,0.001573161639281835,0.002716620179166029,-0.00032805433987130903,-0.0044107377131585215
2669,2669,2843,ECB_02703,cds,ygeW,2892017,2893207,hypothetical protein,2892612.0,,-0.0027932983142461665,0.011434370841846671,-0.0026616347318099663,0.001085210423372865,-0.0029337680988412514,-0.002955053326429849,-0.0029334142088933176,-0.0015845316092498716,-0.003820538282196968
2670,2670,2844,ECB_02704,cds,ygeX,2893265,2894461,diaminopropionate ammonia-lyase,2893863.0,,-0.008369133129085571,-0.03575046668282466,-0.004555012625583026,-0.005402744954869396,-0.0015866536827576314,-0.021306533008334183,-0.012795902915056433,0.003971627795370464,-0.005895273022460725
2671,2671,2845,ECB_02705,cds,ygeY,2894519,2895730,hypothetical protein,2895124.5,,-0.004978646182052783,0.00881114547959865,-0.011145460166165286,-0.005735342614986224,-0.013204590665594306,-0.017171245741032192,-0.0008272250931984843,0.003346684100174471,-0.017799044258202276
2672,2672,2846,ECB_02706,cds,ygeZ,2895783,2897168,dihydropyrimidinase,2896475.5,"{'ebr00240': 'Pyrimidine metabolism', 'ebr00410': 'beta-Alanine metabolism', 'ebr00770': 'Pantothenate and CoA biosynthesis', 'ebr01100': 'Metabolic pathways'}",-0.005315108248867061,,-0.009559677859809969,0.0019065813787436804,-0.011490621491035472,0.003898463855558618,0.015523556461690877,0.005347043933454497,-0.0008635317355046051
